"Município","Pedestre","Ciclista","Motociclista","triciclo","automóvel","caminhonete","transp_pesado","ônibus","Outros","Total"
"240470 Ipanguaçu",0,0,1,0,3,1,1,0,0,6
"240510 Jandaíra",0,0,0,0,0,0,0,0,1,1
"240560 Jardim de Piranhas",0,0,1,0,1,0,0,0,0,2
"240570 Jardim do Seridó",0,0,3,0,0,0,0,0,0,3
"240580 João Câmara",0,1,1,0,2,0,0,0,3,7
"240590 João Dias",0,0,0,0,0,0,0,0,1,1
"240600 José da Penha",0,0,1,0,0,0,0,0,1,2
"240630 Lagoa de Pedras",0,0,1,0,0,0,0,0,0,1
"240650 Lagoa Nova",0,0,2,0,0,0,0,0,0,2
"240670 Lajes",0,0,2,0,2,0,0,0,0,4
"240690 Lucrécia",0,0,2,0,0,0,0,0,0,2
"240700 Luís Gomes",0,0,2,0,0,0,0,0,1,3
"240710 Macaíba",1,0,6,0,2,1,0,0,6,16
"240720 Macau",0,0,0,0,2,0,0,0,0,2
"240740 Martins",0,0,1,0,0,0,0,0,0,1
"240750 Maxaranguape",1,0,1,0,1,0,0,0,0,3
"240780 Monte Alegre",2,0,1,0,0,0,0,0,0,3
"240800 Mossoró",13,4,47,0,12,0,0,0,35,111
"240810 Natal",30,5,44,1,7,0,0,0,56,143
"240820 Nísia Floresta",1,0,2,0,0,0,0,0,0,3
"240830 Nova Cruz",1,0,2,0,0,0,0,0,2,5
"240860 Paraná",0,0,0,0,0,0,0,0,2,2
"240870 Paraú",1,0,0,0,0,0,0,0,0,1
"240890 Parelhas",0,0,0,0,0,0,0,0,1,1
"240325 Parnamirim",1,1,5,0,1,0,0,0,8,16
"240910 Passa e Fica",0,0,2,0,0,0,0,0,0,2
"240930 Patu",0,0,1,0,0,0,0,0,4,5
"240940 Pau dos Ferros",1,0,6,0,2,0,0,0,1,10
"240970 Pedro Avelino",0,0,0,0,1,0,0,0,0,1
"240980 Pedro Velho",0,0,1,0,0,0,0,0,1,2
"240990 Pendências",0,0,1,0,0,0,0,0,0,1
"241020 Portalegre",0,0,1,0,0,0,0,0,0,1
"241025 Porto do Mangue",0,0,0,0,0,0,0,0,2,2
"241050 Rafael Fernandes",0,0,0,0,0,0,0,0,2,2
"241080 Riacho de Santana",0,0,1,0,0,0,0,0,1,2
"241090 Riachuelo",0,0,1,0,1,0,0,0,1,3
"240895 Rio do Fogo",0,0,0,0,1,0,0,0,0,1
"241100 Rodolfo Fernandes",0,0,1,0,0,0,0,0,0,1
"241120 Santa Cruz",0,0,4,0,2,0,0,0,0,6
"241150 Santo Antônio",0,0,0,0,1,0,0,0,0,1
"241180 São Fernando",0,0,0,0,1,0,0,0,0,1
"241200 São Gonçalo do Amarante",3,1,2,0,1,0,0,0,0,7
"241210 São João do Sabugi",0,0,0,0,1,0,0,0,0,1
"241220 São José de Mipibu",1,0,3,0,1,0,0,0,0,5
"241230 São José do Campestre",0,0,0,0,0,0,2,0,1,3
"241240 São José do Seridó",0,0,0,0,1,0,0,0,0,1
"241250 São Miguel",0,0,2,0,0,0,0,0,2,4
"241260 São Paulo do Potengi",0,0,0,0,0,0,0,0,1,1
"241270 São Pedro",0,0,0,0,2,0,0,0,0,2
"241290 São Tomé",0,0,1,0,1,0,0,0,0,2
"241310 Senador Elói de Souza",3,0,1,0,0,0,0,0,0,4
"241330 Serra de São Bento",0,0,1,0,0,0,0,0,0,1
"241335 Serra do Mel",0,0,1,0,1,0,0,0,1,3
"241350 Serrinha",0,1,0,0,0,0,0,0,0,1
"241355 Serrinha dos Pintos",0,0,0,0,0,0,0,0,1,1
"241390 Taipu",1,0,1,0,0,0,0,0,1,3
"241400 Tangará",0,0,0,0,5,0,0,0,0,5
"241410 Tenente Ananias",0,0,0,0,0,0,0,0,1,1
"241415 Tenente Laurentino Cruz",0,0,1,0,0,0,0,0,0,1
"241420 Tibau do Sul",0,1,0,0,1,0,0,0,0,2
"241440 Touros",0,0,1,0,0,0,0,0,1,2
"241450 Umarizal",0,0,1,0,0,0,0,0,1,2
"241470 Várzea",0,0,3,0,0,0,0,0,0,3
"241480 Vera Cruz",0,0,3,0,0,0,0,0,0,3
"241490 Viçosa",0,0,1,0,0,0,0,0,0,1
"250010 Água Branca",0,0,2,0,0,0,0,0,0,2
"250030 Alagoa Grande",1,0,1,0,1,0,0,0,0,3
"250040 Alagoa Nova",1,0,0,0,0,0,0,0,1,2
"250050 Alagoinha",0,0,0,0,1,0,0,0,0,1
"250053 Alcantil",0,0,1,0,0,0,0,0,1,2
"250057 Algodão de Jandaíra",0,0,1,0,0,0,0,0,1,2
"250060 Alhandra",1,0,3,0,0,0,1,0,1,6
"250077 Aparecida",1,0,0,0,1,0,0,0,0,2
"250090 Arara",0,0,0,0,0,0,0,0,1,1
"250100 Araruna",0,0,1,0,2,0,0,0,0,3
"250110 Areia",0,0,1,0,0,0,0,0,5,6
"250120 Areial",0,0,0,0,0,0,0,0,1,1
"250130 Aroeiras",0,0,1,0,0,0,0,0,2,3
"250135 Assunção",0,0,0,0,0,0,0,0,2,2
"250140 Baía da Traição",0,0,1,0,0,0,0,0,0,1
"250150 Bananeiras",1,0,0,0,0,0,0,0,0,1
"250153 Baraúna",0,0,0,0,0,0,0,0,1,1
"250160 Barra de Santa Rosa",0,0,0,0,0,0,0,0,2,2
"250180 Bayeux",2,0,4,0,0,0,0,0,1,7
"250190 Belém",0,0,3,0,3,0,0,0,0,6
"250200 Belém do Brejo do Cruz",0,1,0,0,1,0,0,0,0,2
"250215 Boa Vista",0,0,0,0,0,0,0,0,3,3
"250220 Bom Jesus",0,0,1,0,0,0,0,0,0,1
"250230 Bom Sucesso",0,0,0,0,2,0,0,0,0,2
"250280 Brejo do Cruz",0,0,2,0,0,0,0,0,0,2
"250300 Caaporã",0,0,3,0,1,0,0,0,0,4
"250310 Cabaceiras",0,0,0,0,0,0,0,0,1,1
"250320 Cabedelo",3,1,3,0,0,0,0,0,0,7
"250330 Cachoeira dos Índios",1,0,0,0,1,0,0,0,0,2
"250340 Cacimba de Areia",0,0,1,0,0,0,0,0,0,1
"250350 Cacimba de Dentro",1,0,1,0,0,0,0,0,0,2
"250360 Caiçara",0,0,1,0,1,0,0,0,0,2
"250370 Cajazeiras",2,0,8,0,10,0,0,0,0,20
"250375 Cajazeirinhas",0,0,0,0,2,0,0,0,0,2
"250380 Caldas Brandão",0,0,1,0,1,0,0,0,0,2
"250390 Camalaú",0,0,1,0,0,0,0,0,1,2
"250400 Campina Grande",0,5,99,0,0,0,0,0,102,206
"250403 Capim",0,0,1,0,0,0,0,0,0,1
"250407 Caraúbas",0,0,1,0,0,0,0,0,0,1
"250415 Casserengue",0,0,0,0,1,0,0,0,1,2
"250430 Catolé do Rocha",1,0,3,0,2,0,0,0,0,6
"250435 Caturité",0,0,0,0,0,0,0,0,2,2
"250440 Conceição",1,0,0,0,2,0,0,0,0,3
"250450 Condado",0,0,1,0,0,0,0,0,0,1
"250460 Conde",2,0,4,0,0,0,0,0,3,9
"250470 Congo",0,0,2,0,0,0,0,0,0,2
"250480 Coremas",0,1,0,0,1,0,0,0,0,2
"250490 Cruz do Espírito Santo",0,0,2,0,0,0,0,0,1,3
"250500 Cubati",0,0,1,0,0,0,0,0,1,2
"250510 Cuité",0,0,1,0,0,0,0,0,1,2
"250520 Cuitegi",0,0,0,0,2,0,0,0,1,3
"250535 Damião",0,1,1,0,0,0,0,0,0,2
"250540 Desterro",0,0,2,0,1,0,0,0,1,4
"250570 Dona Inês",0,0,0,0,1,0,0,0,0,1
"250590 Emas",0,0,0,0,1,0,0,0,0,1
"250600 Esperança",0,0,3,0,0,0,0,0,2,5
"250610 Fagundes",0,0,1,0,0,0,0,0,2,3
"250630 Guarabira",2,0,3,0,3,0,0,0,1,9
"250640 Gurinhém",0,0,3,0,1,0,0,0,0,4
"250650 Gurjão",0,0,1,0,0,0,0,0,1,2
"250670 Imaculada",0,0,0,0,1,0,0,0,0,1
"250680 Ingá",0,0,2,0,2,0,0,0,0,4
"250690 Itabaiana",1,0,0,0,1,0,0,0,0,2
"250700 Itaporanga",0,0,0,0,5,0,0,0,0,5
"250710 Itapororoca",0,0,4,0,0,0,0,0,2,6
"250720 Itatuba",0,0,0,0,1,0,0,0,0,1
"250730 Jacaraú",0,0,2,0,0,0,0,0,1,3
"250740 Jericó",0,0,0,0,2,0,0,0,0,2
"250750 João Pessoa",48,6,99,2,5,2,1,0,28,191
"251365 Joca Claudino",0,0,0,0,1,0,0,0,0,1
"250760 Juarez Távora",0,0,3,0,0,0,0,0,0,3
"250770 Juazeirinho",0,0,1,0,0,0,0,0,6,7
"250790 Juripiranga",0,0,0,0,0,0,0,0,1,1
"250800 Juru",0,0,1,0,1,0,0,0,0,2
"250820 Lagoa de Dentro",0,0,2,0,0,0,0,0,1,3
"250830 Lagoa Seca",0,0,1,0,0,0,0,0,4,5
"250850 Livramento",0,0,0,0,0,0,0,0,2,2
"250855 Logradouro",0,0,1,0,0,0,0,0,0,1
"250860 Lucena",0,0,1,0,1,0,0,0,0,2
"250870 Mãe d'Água",0,0,0,0,1,0,0,0,0,1
"250890 Mamanguape",5,1,2,0,5,0,0,0,2,15
"250900 Manaíra",0,0,1,0,0,0,0,0,1,2
"250905 Marcação",0,0,1,0,0,0,0,0,0,1
"250910 Mari",1,0,3,0,0,0,0,0,0,4
"250920 Massaranduba",0,0,2,0,0,0,0,0,1,3
"250930 Mataraca",0,0,2,0,0,0,0,0,0,2
"250933 Matinhas",0,0,0,0,0,0,0,0,1,1
"250939 Maturéia",0,0,0,0,1,0,0,0,0,1
"250940 Mogeiro",0,0,2,0,2,0,0,0,0,4
"250950 Montadas",0,0,1,0,0,0,0,0,1,2
"250960 Monte Horebe",0,0,0,0,1,0,0,0,0,1
"250970 Monteiro",0,0,3,0,0,0,0,0,3,6
"251010 Nova Floresta",0,0,0,0,0,0,0,0,4,4
"251020 Nova Olinda",0,0,1,0,0,0,0,0,0,1
"251050 Olivedos",0,0,0,0,0,0,0,0,1,1
"251060 Ouro Velho",0,0,1,0,0,0,0,0,1,2
"251080 Patos",3,0,9,0,19,0,0,0,0,31
"251090 Paulista",0,0,0,0,5,0,0,0,0,5
"251110 Pedra Lavrada",0,0,1,0,0,0,0,0,0,1
"251120 Pedras de Fogo",0,0,2,0,0,0,0,0,1,3
"251130 Piancó",0,0,3,0,1,0,0,0,0,4
"251140 Picuí",0,0,0,0,0,0,0,0,4,4
"251150 Pilar",0,0,1,0,0,0,0,0,0,1
"251160 Pilões",0,0,1,0,0,0,0,0,0,1
"251180 Pirpirituba",0,0,4,0,0,0,0,0,0,4
"251190 Pitimbu",0,0,0,0,0,0,0,0,2,2
"251200 Pocinhos",0,0,1,0,0,0,0,0,4,5
"251207 Poço de José de Moura",0,0,0,0,3,0,0,0,0,3
"251210 Pombal",0,0,3,0,5,0,0,0,2,10
"251230 Princesa Isabel",2,0,0,0,2,0,0,0,0,4
"251240 Puxinanã",0,0,1,0,0,0,0,0,1,2
"251250 Queimadas",0,0,1,0,0,0,0,0,3,4
"251260 Quixabá",0,0,2,0,0,0,0,0,0,2
"251270 Remígio",0,0,3,0,0,0,0,0,4,7
"251275 Riachão do Bacamarte",0,0,1,0,1,0,0,0,0,2
"251276 Riachão do Poço",1,0,0,0,0,0,0,0,0,1
"251278 Riacho de Santo Antônio",0,0,0,0,0,0,0,0,1,1
"251280 Riacho dos Cavalos",0,0,1,0,1,0,0,0,0,2
"251290 Rio Tinto",1,0,0,0,0,0,0,0,0,1
"251300 Salgadinho",0,0,1,0,1,0,0,0,0,2
"251310 Salgado de São Félix",0,0,1,0,0,0,0,0,0,1
"251340 Santa Luzia",0,0,1,0,0,0,0,0,0,1
"251370 Santa Rita",4,0,7,0,0,0,0,0,2,13
"251380 Santa Teresinha",0,0,0,0,1,0,0,0,0,1
"251350 Santana de Mangueira",0,0,1,0,0,0,0,0,0,1
"251392 São Bentinho",1,0,0,0,1,0,0,0,0,2
"251390 São Bento",0,0,3,0,1,0,0,0,0,4
"251396 São Domingos",0,0,1,0,1,0,0,0,0,2
"251400 São João do Cariri",0,0,1,0,0,0,0,0,1,2
"250070 São João do Rio do Peixe",0,0,0,0,3,0,0,0,1,4
"251440 São José de Espinharas",1,0,0,0,1,0,0,0,0,2
"251450 São José de Piranhas",0,0,1,0,1,0,0,0,0,2
"251460 São José do Bonfim",0,0,3,0,0,0,0,0,0,3
"251490 São Mamede",0,0,0,0,1,0,0,0,0,1
"251500 São Miguel de Taipu",0,0,0,0,0,0,0,0,1,1
"251510 São Sebastião de Lagoa de Roça",0,0,1,0,0,0,0,0,1,2
"251520 São Sebastião do Umbuzeiro",0,0,0,0,0,0,0,0,1,1
"251530 Sapé",2,1,5,0,0,0,0,0,4,12
"251550 Serra Branca",0,0,2,0,0,0,0,0,2,4
"251570 Serra Grande",0,0,0,0,1,0,0,0,0,1
"251580 Serra Redonda",0,0,0,0,2,0,0,0,0,2
"251593 Sertãozinho",0,0,1,0,0,0,0,0,0,1
"251597 Sobrado",0,1,2,0,0,0,0,0,0,3
"251600 Solânea",0,0,2,0,2,0,0,0,1,5
"251610 Soledade",0,0,4,0,0,0,0,0,0,4
"251620 Sousa",1,0,4,0,9,0,0,0,0,14
"251630 Sumé",0,0,3,0,0,0,0,0,7,10
"251640 Tacima",0,0,0,0,0,0,0,0,1,1
"251650 Taperoá",0,0,0,0,0,0,0,0,2,2
"251660 Tavares",0,0,1,0,6,0,0,0,0,7
"251670 Teixeira",0,0,1,0,4,0,1,0,0,6
"251675 Tenório",0,0,1,0,0,0,0,0,0,1
"251690 Uiraúna",0,0,0,0,1,0,0,0,0,1
"251700 Umbuzeiro",0,0,1,0,0,0,0,0,0,1
"251740 Zabelê",0,0,1,0,0,0,0,0,0,1
"260005 Abreu e Lima",5,1,3,0,0,0,0,0,2,11
"260010 Afogados da Ingazeira",1,0,2,0,1,0,0,0,0,4
"260020 Afrânio",1,0,2,0,0,0,0,0,0,3
"260030 Agrestina",1,0,7,0,0,0,0,0,0,8
"260040 Água Preta",1,0,0,0,0,0,0,0,1,2
"260050 Águas Belas",2,0,4,0,3,0,0,0,2,11
"260070 Aliança",0,1,3,0,1,0,0,0,1,6
"260080 Altinho",0,0,1,0,0,0,0,0,0,1
"260090 Amaraji",3,0,2,0,1,0,0,0,0,6
"260100 Angelim",1,0,1,0,0,0,0,0,0,2
"260105 Araçoiaba",0,0,1,0,1,0,0,0,0,2
"260110 Araripina",2,0,12,0,0,0,0,0,0,14
"260120 Arcoverde",1,0,6,0,12,0,0,0,0,19
"260140 Barreiros",0,0,5,0,0,0,0,0,0,5
"260150 Belém de Maria",0,0,0,0,1,0,0,0,0,1
"260160 Belém do São Francisco",1,0,1,0,4,0,2,0,0,8
"260170 Belo Jardim",5,0,4,0,3,0,0,0,0,12
"260180 Betânia",1,0,4,0,1,0,0,0,0,6
"260190 Bezerros",2,1,4,0,0,0,0,0,2,9
"260200 Bodocó",0,0,5,0,0,0,0,0,0,5
"260210 Bom Conselho",0,0,2,0,0,0,2,0,0,4
"260220 Bom Jardim",1,0,6,0,1,0,0,0,0,8
"260230 Bonito",0,0,1,0,4,0,0,0,1,6
"260240 Brejão",1,0,1,0,2,0,0,0,5,9
"260260 Brejo da Madre de Deus",1,1,5,0,0,0,0,0,0,7
"260280 Buíque",2,0,2,0,3,0,0,0,1,8
"260290 Cabo de Santo Agostinho",5,0,20,0,4,0,1,0,5,35
"260300 Cabrobó",0,0,0,1,1,0,0,0,0,2
"260310 Cachoeirinha",0,0,3,0,2,0,0,0,0,5
"260320 Caetés",2,0,2,0,1,0,0,0,1,6
"260340 Calumbi",0,0,0,0,0,0,0,0,1,1
"260345 Camaragibe",1,0,3,0,2,0,0,0,0,6
"260350 Camocim de São Félix",1,0,0,0,0,0,0,0,0,1
"260360 Camutanga",1,0,1,0,0,0,0,0,0,2
"260370 Canhotinho",0,0,1,0,0,0,0,0,1,2
"260380 Capoeiras",0,0,0,0,2,0,0,0,1,3
"260390 Carnaíba",0,0,0,0,2,0,0,0,0,2
"260392 Carnaubeira da Penha",0,0,1,0,0,0,0,0,0,1
"260400 Carpina",2,0,0,0,1,0,0,0,1,4
"260410 Caruaru",15,0,38,0,20,0,0,0,4,77
"260415 Casinhas",1,0,0,0,0,0,0,0,0,1
"260420 Catende",0,0,4,0,1,0,0,0,1,6
"260430 Cedro",1,0,0,0,0,0,0,0,0,1
"260450 Chã Grande",2,0,1,0,1,0,0,0,0,4
"260460 Condado",1,1,2,0,0,0,0,0,1,5
"260470 Correntes",0,0,1,0,0,0,0,0,0,1
"260500 Cupira",0,0,3,0,0,0,3,0,0,6
"260510 Custódia",2,0,4,0,2,0,0,0,0,8
"260515 Dormentes",0,0,2,0,1,0,0,0,0,3
"260520 Escada",2,0,1,0,0,0,0,0,0,3
"260530 Exu",0,1,8,0,3,0,0,0,0,12
"260550 Ferreiros",0,1,1,0,0,0,0,0,0,2
"260560 Flores",1,0,4,0,2,0,0,0,0,7
"260570 Floresta",0,1,2,0,1,0,0,0,0,4
"260580 Frei Miguelinho",0,0,2,0,0,0,0,0,1,3
"260600 Garanhuns",7,0,18,0,5,0,1,0,5,36
"260610 Glória do Goitá",0,0,3,0,2,0,0,0,0,5
"260620 Goiana",1,0,3,0,9,0,0,0,2,15
"260630 Granito",0,0,0,0,0,0,1,0,0,1
"260640 Gravatá",1,0,6,0,1,0,0,0,1,9
"260650 Iati",1,0,3,0,1,0,0,0,0,5
"260660 Ibimirim",0,0,2,0,1,0,1,0,0,4
"260680 Igarassu",11,0,4,0,1,0,2,0,1,19
"260690 Iguaracy",0,0,1,0,1,0,0,0,0,2
"260760 Ilha de Itamaracá",0,0,1,0,1,0,1,0,0,3
"260700 Inajá",0,0,3,0,0,0,0,0,0,3
"260720 Ipojuca",1,1,3,0,1,0,1,0,0,7
"260730 Ipubi",4,0,4,0,0,0,0,0,0,8
"260750 Itaíba",1,0,1,0,0,0,0,0,0,2
"260765 Itambé",0,0,4,0,1,0,0,0,0,5
"260770 Itapetim",0,0,1,0,0,0,1,0,0,2
"260775 Itapissuma",1,0,0,0,1,0,0,0,0,2
"260780 Itaquitinga",1,0,0,0,0,0,0,0,0,1
"260790 Jaboatão dos Guararapes",9,2,12,0,1,0,0,0,3,27
"260795 Jaqueira",0,0,1,0,0,0,0,0,0,1
"260800 Jataúba",1,0,4,0,0,0,0,0,0,5
"260805 Jatobá",0,0,0,0,0,0,2,0,0,2
"260810 João Alfredo",0,0,1,0,0,0,0,0,0,1
"260820 Joaquim Nabuco",1,0,0,0,0,0,0,0,0,1
"260825 Jucati",0,1,0,0,0,0,0,0,2,3
"260830 Jupi",0,0,1,0,0,0,0,0,2,3
"260840 Jurema",0,0,2,0,1,0,0,0,0,3
"260850 Lagoa de Itaenga",0,0,2,0,0,0,0,0,0,2
"260845 Lagoa do Carro",0,0,2,0,0,0,0,0,0,2
"260860 Lagoa do Ouro",0,1,0,0,0,0,0,0,1,2
"260870 Lagoa dos Gatos",1,0,0,0,0,0,0,0,1,2
"260875 Lagoa Grande",0,0,4,0,3,0,0,0,0,7
"260880 Lajedo",0,1,6,0,5,0,0,0,4,16
"260890 Limoeiro",2,1,4,0,1,0,0,0,0,8
"260900 Macaparana",0,0,2,0,2,0,0,0,0,4
"260910 Machados",0,1,2,0,0,0,0,0,0,3
"260915 Manari",0,0,1,0,0,0,0,0,1,2
"260930 Mirandiba",1,2,0,0,0,0,0,0,0,3
"260940 Moreno",3,0,3,0,2,0,0,0,1,9
"260950 Nazaré da Mata",0,0,7,0,0,0,0,0,1,8
"260960 Olinda",6,3,10,0,1,0,0,0,6,26
"260970 Orobó",0,0,1,0,1,0,0,0,0,2
"260980 Orocó",1,0,1,0,1,0,0,0,0,3
"260990 Ouricuri",3,0,21,0,8,0,0,0,0,32
"261000 Palmares",2,0,9,0,4,0,0,0,2,17
"261020 Panelas",0,0,4,0,0,0,0,0,0,4
"261030 Paranatama",0,0,1,0,0,0,0,0,1,2
"261040 Parnamirim",1,0,1,0,2,0,1,0,1,6
"261050 Passira",0,0,4,0,1,0,0,0,1,6
"261060 Paudalho",4,0,7,0,0,0,0,0,1,12
"261070 Paulista",13,3,11,0,3,0,0,1,2,33
"261080 Pedra",0,0,2,0,0,0,0,0,1,3
"261090 Pesqueira",1,0,8,0,2,0,0,0,0,11
"261100 Petrolândia",1,0,1,0,0,0,1,0,1,4
"261110 Petrolina",25,6,89,1,22,0,3,0,18,164
"261130 Pombos",1,0,2,0,3,0,0,0,1,7
"261140 Primavera",0,0,1,0,0,0,0,0,0,1
"261150 Quipapá",0,0,0,0,0,0,0,0,3,3
"261153 Quixaba",0,0,3,0,0,0,0,0,0,3
"261160 Recife",144,21,232,0,49,2,9,0,14,471
"261180 Ribeirão",1,0,0,0,2,0,1,0,0,4
"261190 Rio Formoso",0,0,0,0,1,0,0,0,0,1
"261220 Salgueiro",1,0,13,0,13,0,1,0,0,28
"261230 Saloá",0,0,0,0,0,1,1,0,1,3
"261240 Sanharó",3,0,4,0,3,0,0,0,0,10
"261245 Santa Cruz",0,0,6,0,1,0,0,0,0,7
"261247 Santa Cruz da Baixa Verde",0,0,2,0,0,0,0,0,0,2
"261250 Santa Cruz do Capibaribe",1,0,7,0,5,0,0,0,0,13
"261260 Santa Maria da Boa Vista",0,0,5,0,2,0,0,0,0,7
"261270 Santa Maria do Cambucá",0,0,1,0,0,0,0,0,1,2
"261290 São Benedito do Sul",0,0,2,0,0,0,0,0,0,2
"261300 São Bento do Una",0,0,6,0,3,0,0,0,1,10
"261310 São Caitano",1,0,1,0,4,0,0,0,0,6
"261320 São João",0,0,1,0,0,0,0,0,0,1
"261330 São Joaquim do Monte",0,0,1,0,3,0,0,0,0,4
"261350 São José do Belmonte",2,0,7,0,2,0,0,0,0,11
"261360 São José do Egito",0,1,4,0,3,0,0,0,2,10
"261370 São Lourenço da Mata",3,1,5,0,4,0,0,0,0,13
"261380 São Vicente Ferrer",0,0,3,0,1,0,0,0,1,5
"261390 Serra Talhada",5,1,11,0,1,0,0,0,3,21
"261400 Serrita",1,0,0,0,0,0,0,0,0,1
"261410 Sertânia",1,0,3,0,3,0,1,0,0,8
"261420 Sirinhaém",0,0,2,0,1,0,0,0,0,3
"261450 Surubim",1,0,7,0,0,0,0,0,0,8
"261460 Tabira",0,0,0,0,0,0,0,0,1,1
"261470 Tacaimbó",0,0,1,0,0,0,0,0,2,3
"261480 Tacaratu",0,0,3,0,0,0,0,0,0,3
"261485 Tamandaré",0,0,1,0,0,0,0,0,0,1
"261500 Taquaritinga do Norte",1,0,8,0,0,0,0,0,0,9
"261510 Terezinha",0,1,5,0,0,0,0,0,0,6
"261520 Terra Nova",0,0,1,0,0,0,0,0,0,1
"261530 Timbaúba",0,0,0,0,1,0,0,0,0,1
"261540 Toritama",0,0,1,0,0,0,0,0,0,1
"261550 Tracunhaém",0,0,0,0,0,1,0,0,0,1
"261560 Trindade",0,0,5,0,2,0,0,0,0,7
"261570 Triunfo",0,0,4,0,0,0,0,0,0,4
"261580 Tupanatinga",0,0,3,0,0,0,0,0,0,3
"261590 Tuparetama",0,0,1,0,0,0,0,0,5,6
"261600 Venturosa",0,0,1,0,0,0,0,0,1,2
"261610 Verdejante",0,0,0,0,2,0,0,0,0,2
"261620 Vertentes",1,0,8,0,2,0,0,0,0,11
"261630 Vicência",0,0,2,0,1,0,1,0,0,4
"261640 Vitória de Santo Antão",5,0,7,0,0,0,0,0,0,12
"261650 Xexéu",0,0,1,0,0,0,1,0,0,2
"270010 Água Branca",0,0,3,0,1,0,0,0,1,5
"270020 Anadia",1,1,2,0,0,0,0,0,0,4
"270030 Arapiraca",23,2,75,0,19,1,0,1,1,122
"270040 Atalaia",0,0,3,0,4,0,0,0,1,8
"270050 Barra de Santo Antônio",0,0,0,0,0,0,0,1,0,1
"270060 Barra de São Miguel",0,0,0,0,1,0,0,0,0,1
"270070 Batalha",0,0,1,0,0,0,1,0,0,2
"270080 Belém",0,1,0,0,0,0,0,0,0,1
"270100 Boca da Mata",0,0,1,0,0,0,0,0,0,1
"270110 Branquinha",0,0,0,0,1,0,0,0,0,1
"270120 Cacimbinhas",1,0,0,0,0,0,0,0,0,1
"270130 Cajueiro",0,0,1,0,0,0,0,0,0,1
"270135 Campestre",1,0,0,0,0,0,0,0,0,1
"270140 Campo Alegre",1,1,0,0,1,0,0,0,0,3
"270150 Campo Grande",0,0,0,0,1,0,0,0,0,1
"270160 Canapi",1,0,0,0,0,0,1,0,0,2
"270170 Capela",0,0,3,0,0,0,0,0,0,3
"270190 Chã Preta",0,0,1,0,0,0,0,0,0,1
"270200 Coité do Nóia",0,0,2,0,1,0,0,0,0,3
"270210 Colônia Leopoldina",0,0,1,0,0,0,1,0,0,2
"270230 Coruripe",0,0,4,0,4,0,0,0,2,10
"270235 Craíbas",0,0,3,0,1,0,0,0,0,4
"270240 Delmiro Gouveia",1,0,6,0,1,0,0,0,0,8
"270250 Dois Riachos",1,0,0,0,0,0,0,0,0,1
"270255 Estrela de Alagoas",0,0,2,0,0,0,0,0,0,2
"270260 Feira Grande",0,0,2,0,0,0,0,0,0,2
"270270 Feliz Deserto",0,0,1,0,0,0,0,0,0,1
"270280 Flexeiras",0,0,3,0,1,0,1,0,1,6
"270290 Girau do Ponciano",1,1,1,0,1,0,0,0,0,4
"270300 Ibateguara",0,0,1,0,0,0,0,0,0,1
"270310 Igaci",0,0,2,0,1,0,0,0,0,3
"270320 Igreja Nova",0,0,7,0,0,0,0,0,0,7
"270360 Japaratinga",0,0,3,0,0,0,0,0,0,3
"270370 Jaramataia",0,0,1,0,0,0,0,0,0,1
"270375 Jequiá da Praia",0,0,1,0,0,0,0,0,0,1
"270380 Joaquim Gomes",1,0,0,0,1,0,0,0,0,2
"270390 Jundiá",0,0,2,0,0,0,0,0,0,2
"270400 Junqueiro",0,0,2,0,2,0,0,0,0,4
"270410 Lagoa da Canoa",1,0,2,0,0,0,0,0,0,3
"270420 Limoeiro de Anadia",3,0,1,0,1,0,0,0,0,5
"270430 Maceió",26,10,83,0,23,0,6,2,14,164
"270440 Major Isidoro",0,0,2,0,0,0,1,0,2,5
"270490 Mar Vermelho",0,0,1,0,0,0,0,0,0,1
"270450 Maragogi",0,0,1,0,3,0,0,0,0,4
"270460 Maravilha",0,0,3,0,2,0,0,0,1,6
"270470 Marechal Deodoro",1,0,3,0,1,0,0,1,1,7
"270480 Maribondo",1,0,1,0,1,0,0,0,0,3
"270500 Mata Grande",1,0,0,0,0,0,0,0,0,1
"270510 Matriz de Camaragibe",1,0,2,0,0,0,0,0,0,3
"270520 Messias",1,0,1,0,4,0,0,0,0,6
"270550 Murici",1,0,1,0,4,0,0,0,0,6
"270560 Novo Lino",0,0,1,0,3,0,1,0,0,5
"270570 Olho d'Água das Flores",1,0,0,0,1,0,0,0,0,2
"270580 Olho d'Água do Casado",0,0,2,0,2,0,0,0,0,4
"270610 Ouro Branco",0,0,1,0,1,0,0,0,0,2
"270620 Palestina",0,0,3,0,0,0,0,0,0,3
"270630 Palmeira dos Índios",1,0,5,0,8,0,0,0,0,14
"270640 Pão de Açúcar",0,0,1,0,1,0,0,0,0,2
"270650 Passo de Camaragibe",0,0,0,0,2,0,0,0,0,2
"270670 Penedo",1,0,9,0,1,0,0,0,0,11
"270680 Piaçabuçu",0,0,2,0,2,0,0,0,0,4
"270690 Pilar",2,1,1,0,4,0,0,0,0,8
"270710 Piranhas",0,0,3,0,0,0,0,0,0,3
"270720 Poço das Trincheiras",0,0,2,0,0,0,0,0,0,2
"270730 Porto Calvo",0,0,2,0,0,0,0,0,0,2
"270740 Porto de Pedras",0,0,1,0,0,0,0,0,0,1
"270750 Porto Real do Colégio",1,0,0,0,2,0,0,0,0,3
